,Unnamed: 0.1,Unnamed: 0,drugbank_id,name,smiles,avg_mass,logP,logS,PSA,HBD,HBA,rot_bonds,rings,pKa_acid,pKa_base,phys_charge,stress_type,reagent,severity,temp_bin,duration_bin,strength_bin,temperature_min,temperature_max,duration_min,duration_max,strength_min,strength_max,pH_min,pH_max,freq_weight_mean,light_lux_hr_applied,uv_Wh_m2_applied,humidity_RH_applied,Unnamed: 0,predicted_api_loss_percent,predicted_degradant_percent
7702,7702,38782,DB00579,Mazindol,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1,284.74,3.44,-3.3,35.83,1.0,3.0,1.0,4.0,11.61,3.86,0.0,oxidation,H2O2,strong,na,na,high,,,,,10.0,10.0,,,,0,0,0,7702,8.0,3.0
7703,7703,38783,DB00579,Mazindol,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1,284.74,3.44,-3.3,35.83,1.0,3.0,1.0,4.0,11.61,3.86,0.0,photolysis,light,standard,low,long,na,25.0,25.0,240.0,240.0,,,,,,1,0,0,7703,3.0,1.0
7704,7704,38784,DB00579,Mazindol,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1,284.74,3.44,-3.3,35.83,1.0,3.0,1.0,4.0,11.61,3.86,0.0,photolysis,light,standard,na,long,na,,,72.0,336.0,,,,,,0,1,0,7704,4.0,1.5
7705,7705,38785,DB00579,Mazindol,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1,284.74,3.44,-3.3,35.83,1.0,3.0,1.0,4.0,11.61,3.86,0.0,photolysis,light,standard,na,medium,na,,,2.0,2.0,,,,,,0,1,0,7705,2.0,0.8
7706,7706,38786,DB00579,Mazindol,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1,284.74,3.44,-3.3,35.83,1.0,3.0,1.0,4.0,11.61,3.86,0.0,photolysis,light,standard,na,na,na,,,,,,,,,,1,0,0,7706,1.0,0.5
7707,7707,38787,DB00579,Mazindol,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1,284.74,3.44,-3.3,35.83,1.0,3.0,1.0,4.0,11.61,3.86,0.0,photolysis,uv_light,standard,na,na,na,,,,,,,,,0.0208695652173913,0,1,0,7707,2.0,0.7
7708,7708,38788,DB00579,Mazindol,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1,284.74,3.44,-3.3,35.83,1.0,3.0,1.0,4.0,11.61,3.86,0.0,photolysis,visible_light,standard,na,na,na,,,,,,,,,0.0313043478260869,1,0,0,7708,1.0,0.4
7709,7709,38789,DB00579,Mazindol,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1,284.74,3.44,-3.3,35.83,1.0,3.0,1.0,4.0,11.61,3.86,0.0,thermal,dry_heat,mild,low,long,na,2.0,25.0,48.0,240.0,,,,,,1,0,0,7709,1.5,0.6
7710,7710,38790,DB00579,Mazindol,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1,284.74,3.44,-3.3,35.83,1.0,3.0,1.0,4.0,11.61,3.86,0.0,thermal,dry_heat,mild,low,medium,na,0.0,25.0,2.0,24.0,,,,,,0,0,0,7710,1.2,0.5
7711,7711,38791,DB00579,Mazindol,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1,284.74,3.44,-3.3,35.83,1.0,3.0,1.0,4.0,11.61,3.86,0.0,thermal,dry_heat,mild,low,na,na,10.0,25.0,,,,,,,,0,0,1,7711,1.0,0.4
7712,7712,38792,DB00579,Mazindol,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1,284.74,3.44,-3.3,35.83,1.0,3.0,1.0,4.0,11.61,3.86,0.0,thermal,dry_heat,mild,low,short,na,25.0,25.0,0.0666666666666666,0.5,,,,,,0,0,0,7712,1.1,0.4
7713,7713,38793,DB00579,Mazindol,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1,284.74,3.44,-3.3,35.83,1.0,3.0,1.0,4.0,11.61,3.86,0.0,thermal,dry_heat,mild,mid,long,na,40.0,40.0,168.0,168.0,,,,,,0,0,0,7713,3.0,1.0
7714,7714,38794,DB00579,Mazindol,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1,284.74,3.44,-3.3,35.83,1.0,3.0,1.0,4.0,11.61,3.86,0.0,thermal,dry_heat,mild,mid,medium,na,30.0,40.0,1.3333333333333333,5.0,,,,,,0,0,0,7714,2.0,0.7
7715,7715,38795,DB00579,Mazindol,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1,284.74,3.44,-3.3,35.83,1.0,3.0,1.0,4.0,11.61,3.86,0.0,thermal,dry_heat,mild,mid,na,na,40.0,40.0,,,,,,,,0,0,0,7715,1.5,0.5
7716,7716,38796,DB00579,Mazindol,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1,284.74,3.44,-3.3,35.83,1.0,3.0,1.0,4.0,11.61,3.86,0.0,thermal,dry_heat,moderate,high,long,na,60.0,70.0,27.9,168.0,,,,,0.0078260869565217,0,0,0,7716,8.0,3.0
7717,7717,38797,DB00579,Mazindol,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1,284.74,3.44,-3.3,35.83,1.0,3.0,1.0,4.0,11.61,3.86,0.0,thermal,dry_heat,moderate,high,medium,na,60.0,60.0,5.0,24.0,,,,,,0,0,0,7717,6.0,2.5
7718,7718,38798,DB00579,Mazindol,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1,284.74,3.44,-3.3,35.83,1.0,3.0,1.0,4.0,11.61,3.86,0.0,thermal,dry_heat,moderate,high,na,na,60.0,70.0,,,,,,,,0,0,0,7718,5.0,2.0
7719,7719,38799,DB00579,Mazindol,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1,284.74,3.44,-3.3,35.83,1.0,3.0,1.0,4.0,11.61,3.86,0.0,thermal,dry_heat,moderate,high,short,na,60.0,60.0,0.25,1.0,,,,,,0,0,0,7719,4.0,1.5
7720,7720,38800,DB00579,Mazindol,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1,284.74,3.44,-3.3,35.83,1.0,3.0,1.0,4.0,11.61,3.86,0.0,thermal,dry_heat,moderate,mid,long,na,50.0,50.0,120.0,120.0,,,,,,0,0,0,7720,5.0,2.0
7721,7721,38801,DB00579,Mazindol,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1,284.74,3.44,-3.3,35.83,1.0,3.0,1.0,4.0,11.61,3.86,0.0,thermal,dry_heat,moderate,mid,medium,na,50.0,50.0,24.0,24.0,,,,,,0,0,0,7721,4.0,1.5
7722,7722,38802,DB00579,Mazindol,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1,284.74,3.44,-3.3,35.83,1.0,3.0,1.0,4.0,11.61,3.86,0.0,thermal,dry_heat,moderate,mid,na,na,50.0,50.0,,,,,,,,0,0,0,7722,3.0,1.0
7723,7723,38803,DB00579,Mazindol,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1,284.74,3.44,-3.3,35.83,1.0,3.0,1.0,4.0,11.61,3.86,0.0,thermal,dry_heat,moderate,mid,short,na,50.0,50.0,0.0,0.0,,,,,,0,0,0,7723,1.0,0.5
7724,7724,38804,DB00579,Mazindol,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1,284.74,3.44,-3.3,35.83,1.0,3.0,1.0,4.0,11.61,3.86,0.0,thermal,dry_heat,strong,high,long,na,80.0,80.0,72.0,72.0,,,,,0.0104347826086956,0,0,0,7724,16.0,7.0
7725,7725,38805,DB00579,Mazindol,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1,284.74,3.44,-3.3,35.83,1.0,3.0,1.0,4.0,11.61,3.86,0.0,thermal,dry_heat,strong,high,medium,na,80.0,110.0,3.0,24.0,,,,,0.0121739130434782,0,0,0,7725,18.0,8.0
7726,7726,38806,DB00579,Mazindol,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1,284.74,3.44,-3.3,35.83,1.0,3.0,1.0,4.0,11.61,3.86,0.0,thermal,dry_heat,strong,high,na,na,80.0,80.0,,,,,,,,0,0,0,7726,12.0,5.0
7727,7727,38807,DB00579,Mazindol,OC1(N2CCN=C2C2=CC=CC=C12)C1=CC=C(Cl)C=C1,284.74,3.44,-3.3,35.83,1.0,3.0,1.0,4.0,11.61,3.86,0.0,thermal,wet_heat,moderate,high,medium,na,60.0,60.0,24.0,24.0,,,,,0.0078260869565217,0,0,0,7727,8.0,3.0
7728,7728,39060,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,acid_hydrolysis,HCl,mild,low,medium,high,25.0,25.0,2.0,2.0,1.0,1.0,0.5,0.5,0.0078260869565217,0,0,0,7728,2.0,0.7
7729,7729,39061,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,acid_hydrolysis,HCl,mild,low,medium,low,25.0,25.0,6.0,6.0,0.01,0.01,2.0,2.0,0.0078260869565217,0,0,0,7729,1.0,0.4
7730,7730,39062,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,acid_hydrolysis,HCl,mild,low,medium,medium,25.0,25.0,2.0,24.0,0.1,0.5,0.8,1.2,0.0078260869565217,0,0,0,7730,1.5,0.6
7731,7731,39063,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,acid_hydrolysis,HCl,moderate,high,medium,medium,60.0,60.0,2.0,6.0,0.1,0.1,1.2,1.2,0.0169565217391303,0,0,0,7731,6.0,2.0
7732,7732,39064,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,acid_hydrolysis,HCl,moderate,high,short,low,60.0,60.0,1.0,1.0,0.01,0.01,2.0,2.0,0.0104347826086956,0,0,0,7732,3.0,1.0
7733,7733,39065,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,acid_hydrolysis,HCl,moderate,mid,medium,low,40.0,40.0,3.0,6.0,0.01,0.05,1.5,2.0,0.0117391304347825,0,0,0,7733,4.0,1.5
7734,7734,39066,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,acid_hydrolysis,HCl,moderate,mid,medium,medium,40.0,40.0,6.0,6.0,0.1,0.1,1.2,1.2,0.0156521739130434,0,0,0,7734,5.0,2.0
7735,7735,39067,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,acid_hydrolysis,HCl,moderate,mid,short,high,40.0,40.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0104347826086956,0,0,0,7735,7.0,2.5
7736,7736,39068,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,acid_hydrolysis,HCl,strong,high,short,high,60.0,60.0,0.5,0.5,1.0,1.0,0.5,0.5,0.0104347826086956,0,0,0,7736,10.0,4.0
7737,7737,39069,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,acid_hydrolysis,HCl,unknown,high,medium,high,110.0,110.0,3.0,3.0,1.0,1.0,,,0.0888888888888888,0,0,0,7737,20.0,9.0
7738,7738,39070,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,acid_hydrolysis,HCl,unknown,high,na,high,60.0,60.0,,,1.0,1.0,,,,0,0,0,7738,15.0,6.0
7739,7739,39071,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,acid_hydrolysis,HCl,unknown,high,na,medium,80.0,80.0,,,0.5,0.5,,,,0,0,0,7739,12.0,5.0
7740,7740,39072,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,acid_hydrolysis,HCl,unknown,high,short,high,60.0,60.0,0.25,1.0,1.0,1.0,,,0.0444444444444444,0,0,0,7740,11.0,4.0
7741,7741,39073,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,acid_hydrolysis,HCl,unknown,mid,na,medium,40.0,40.0,,,0.1,0.1,,,,0,0,0,7741,8.0,3.0
7742,7742,39074,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,acid_hydrolysis,HCl,unknown,na,long,high,,,70.0,336.0,1.0,2.0,,,,0,1,0,7742,18.0,8.0
7743,7743,39075,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,acid_hydrolysis,HCl,unknown,na,long,medium,,,48.0,168.0,0.1,0.1,,,,0,0,0,7743,15.0,6.0
7744,7744,39076,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,acid_hydrolysis,HCl,unknown,na,medium,high,,,8.0,8.0,2.0,2.0,,,,0,0,0,7744,12.0,5.0
7745,7745,39077,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,acid_hydrolysis,HCl,unknown,na,medium,medium,,,5.0,8.0,0.1,0.1,,,,0,1,0,7745,10.0,4.0
7746,7746,39078,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,acid_hydrolysis,HCl,unknown,na,na,high,,,,,1.0,1.0,,,,0,0,0,7746,10.0,4.0
7747,7747,39079,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,acid_hydrolysis,HCl,unknown,na,na,medium,,,,,0.1,0.1,,,,0,0,0,7747,8.0,3.0
7748,7748,39080,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,acid_hydrolysis,HCl,unknown,na,short,high,,,0.25,1.0,1.0,1.0,,,,0,0,0,7748,8.0,3.0
7749,7749,39081,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,base_hydrolysis,NaOH,mild,low,medium,high,25.0,25.0,2.0,2.0,1.0,1.0,14.0,14.0,0.0078260869565217,0,0,0,7749,3.0,1.0
7750,7750,39082,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,base_hydrolysis,NaOH,mild,low,medium,low,25.0,25.0,6.0,6.0,0.01,0.01,12.0,12.0,0.0078260869565217,0,0,0,7750,1.0,0.4
7751,7751,39083,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,base_hydrolysis,NaOH,mild,low,medium,medium,25.0,25.0,2.0,24.0,0.1,0.5,13.0,13.5,0.0078260869565217,0,0,0,7751,1.5,0.6
7752,7752,39084,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,base_hydrolysis,NaOH,moderate,high,short,low,60.0,60.0,1.0,1.0,0.01,0.01,12.0,12.0,0.0104347826086956,0,0,0,7752,3.0,1.0
7753,7753,39085,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,base_hydrolysis,NaOH,moderate,mid,medium,low,40.0,40.0,3.0,6.0,0.01,0.05,12.0,12.5,0.0117391304347825,0,0,0,7753,4.0,1.5
7754,7754,39086,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,base_hydrolysis,NaOH,moderate,mid,medium,medium,40.0,40.0,6.0,6.0,0.1,0.1,13.0,13.0,0.0156521739130434,0,0,0,7754,5.0,2.0
7755,7755,39087,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,base_hydrolysis,NaOH,moderate,mid,short,high,40.0,40.0,1.0,1.0,1.0,1.0,14.0,14.0,0.0104347826086956,0,0,0,7755,7.0,2.5
7756,7756,39088,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,base_hydrolysis,NaOH,strong,high,medium,medium,60.0,60.0,2.0,2.0,0.1,0.1,13.0,13.0,0.0130434782608695,0,0,0,7756,8.0,3.0
7757,7757,39089,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,base_hydrolysis,NaOH,strong,high,short,high,60.0,60.0,0.5,0.5,1.0,1.0,14.0,14.0,0.0104347826086956,0,0,0,7757,12.0,5.0
7758,7758,39090,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,base_hydrolysis,NaOH,strong,high,short,medium,60.0,60.0,1.0,1.0,0.1,0.1,13.0,13.0,0.0208695652173913,0,0,0,7758,10.0,4.0
7759,7759,39091,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,base_hydrolysis,NaOH,unknown,high,medium,high,110.0,110.0,3.0,3.0,1.0,1.0,,,0.0888888888888888,0,0,0,7759,22.0,10.0
7760,7760,39092,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,base_hydrolysis,NaOH,unknown,high,na,high,60.0,60.0,,,1.0,1.0,,,,0,0,0,7760,18.0,8.0
7761,7761,39093,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,base_hydrolysis,NaOH,unknown,high,na,medium,60.0,80.0,,,0.1,0.5,,,,0,0,0,7761,15.0,6.0
7762,7762,39094,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,base_hydrolysis,NaOH,unknown,high,short,high,60.0,60.0,0.1666666666666666,0.1666666666666666,1.0,1.0,,,0.0444444444444444,0,0,0,7762,12.0,5.0
7763,7763,39095,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,base_hydrolysis,NaOH,unknown,mid,na,medium,40.0,40.0,,,0.1,0.1,,,,0,0,0,7763,8.0,3.0
7764,7764,39096,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,base_hydrolysis,NaOH,unknown,na,long,high,,,72.0,168.0,1.0,2.0,,,,0,1,0,7764,20.0,9.0
7765,7765,39097,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,base_hydrolysis,NaOH,unknown,na,long,low,,,72.0,72.0,0.01,0.01,,,,0,1,0,7765,15.0,6.0
7766,7766,39098,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,base_hydrolysis,NaOH,unknown,na,long,medium,,,70.0,70.0,0.5,0.5,,,,0,0,0,7766,18.0,8.0
7767,7767,39099,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,base_hydrolysis,NaOH,unknown,na,medium,high,,,8.0,8.0,2.0,2.0,,,,0,0,0,7767,15.0,6.0
7768,7768,39100,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,base_hydrolysis,NaOH,unknown,na,medium,medium,,,5.0,8.0,0.1,0.1,,,,0,1,0,7768,12.0,5.0
7769,7769,39101,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,base_hydrolysis,NaOH,unknown,na,na,high,,,,,1.0,1.0,,,,0,0,0,7769,12.0,5.0
7770,7770,39102,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,base_hydrolysis,NaOH,unknown,na,na,medium,,,,,0.1,0.1,,,,0,0,0,7770,10.0,4.0
7771,7771,39103,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,base_hydrolysis,NaOH,unknown,na,short,high,,,0.25,1.0,1.0,1.0,,,,0,0,0,7771,10.0,4.0
7772,7772,39104,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,humidity,RH,standard,low,na,na,10.0,25.0,,,,,,,,0,0,1,7772,1.0,0.5
7773,7773,39105,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,humidity,RH,standard,mid,long,na,30.0,50.0,72.0,336.0,,,,,0.0104347826086956,0,0,1,7773,2.0,0.7
7774,7774,39106,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,humidity,RH,standard,na,medium,na,,,5.0,5.0,,,,,,0,0,1,7774,1.0,0.4
7775,7775,39107,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,humidity,RH,standard,na,na,na,,,,,,,,,,0,0,1,7775,0.5,0.2
7776,7776,39108,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,oxidation,H2O2,mild,low,medium,medium,25.0,25.0,3.0,6.0,0.3,0.5,,,0.0091304347826086,0,0,0,7776,2.0,0.7
7777,7777,39109,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,oxidation,H2O2,moderate,high,short,high,60.0,60.0,0.5,1.0,3.0,3.0,,,0.024830917874396,0,0,0,7777,8.0,3.0
7778,7778,39110,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,oxidation,H2O2,moderate,low,medium,high,25.0,25.0,3.0,3.0,1.0,1.0,,,0.0130434782608695,0,0,0,7778,5.0,2.0
7779,7779,39111,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,oxidation,H2O2,moderate,low,short,high,25.0,25.0,0.5,1.0,3.0,3.0,,,0.0182608695652173,0,0,0,7779,6.0,2.5
7780,7780,39112,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,oxidation,H2O2,moderate,mid,medium,high,40.0,40.0,2.0,6.0,1.0,3.0,,,0.0091304347826086,0,0,0,7780,7.0,2.5
7781,7781,39113,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,oxidation,H2O2,moderate,mid,na,high,40.0,40.0,,,3.0,3.0,,,,0,0,0,7781,5.0,2.0
7782,7782,39114,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,oxidation,H2O2,moderate,na,medium,high,,,5.0,11.0,3.0,3.0,,,,0,0,0,7782,6.0,2.0
7783,7783,39115,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,oxidation,H2O2,moderate,na,na,high,,,,,3.0,3.0,,,,0,0,0,7783,4.0,1.5
7784,7784,39116,DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,0.0,oxidation,H2O2,strong,high,short,high,60.0,60.0,0.25,0.5,10.0,30.0,,,0.024830917874396,0,0,0,7784,15.0,6.0
