name,smiles,stress_type,reagent,severity,temp_bin,duration_bin,strength_bin,temperature_mean,duration_mean,strength_mean,pH_mean,initial_api_percent,initial_degradant_percent,true_api_loss_percent,true_degradant_percent,model_predicted_api_loss_percent,model_predicted_degradant_percent,avg_mass,logP,logS,PSA,HBD,HBA,rot_bonds,rings,pKa_acid,pKa_base,smb_mass_balance,amb_mass_balance,amb_deficiency,rmb_mass_balance,rmb_deficiency
Secobarbital,CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,acid_hydrolysis,HCl,moderate,mid,short,high,40.0,1.0,1.0,0.5,100.0,0.0,9.0,3.0,8.42,3.56,238.2829,2.03,-2.3,75.27,2.0,3.0,5.0,1.0,7.48,,95.14,95.14,4.859999999999999,42.28028503562945,57.71971496437055
Digoxin,[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1,acid_hydrolysis,HCl,strong,high,short,high,60.0,0.5,1.0,0.5,100.0,0.0,12.0,4.5,13.94,5.94,780.9385,2.37,-3.8,203.06,6.0,13.0,7.0,8.0,7.15,-3.0,92.0,92.0,8.0,42.611190817790536,57.388809182209464
Dihydroergotamine,[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O,base_hydrolysis,NaOH,moderate,mid,medium,medium,40.0,6.0,0.1,13.0,100.0,0.0,8.0,4.0,7.74,3.27,583.6774,2.71,-3.4,118.21,3.0,6.0,4.0,8.0,9.71,8.39,95.53,95.53,4.469999999999999,42.248062015503905,57.751937984496095
Fluticasone propionate,[H][C@@]12C[C@@H](C)[C@](OC(=O)CC)(C(=O)SCF)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,acid_hydrolysis,HCl,moderate,high,short,low,60.0,1.0,0.01,2.0,100.0,0.0,6.0,2.0,5.27,2.21,500.571,3.72,-4.6,80.67,1.0,4.0,6.0,4.0,13.61,-3.4,96.94,96.94,3.0600000000000023,41.93548387096777,58.06451612903223
Oxyphencyclimine,CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,acid_hydrolysis,HCl,mild,low,medium,high,25.0,2.0,1.0,0.5,100.0,0.0,3.0,1.0,3.39,1.4,344.4479,2.62,-3.8,62.13,1.0,4.0,6.0,3.0,11.54,9.27,98.01,98.01,1.9899999999999949,41.297935103244825,58.702064896755175
Droperidol,FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12,base_hydrolysis,NaOH,moderate,mid,short,high,40.0,1.0,1.0,14.0,100.0,0.0,10.0,4.0,8.95,3.79,379.4274,3.01,-3.6,52.65,1.0,3.0,6.0,4.0,12.72,6.75,94.84,94.84,5.159999999999997,42.346368715083784,57.653631284916216
Lymecycline,[H][C@@]12C[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCNCCCC[C@H](N)C(O)=O)=C(O)[C@H]2N(C)C,base_hydrolysis,NaOH,mild,low,medium,medium,25.0,13.0,0.3,13.25,100.0,0.0,5.0,2.0,3.49,1.46,602.6328,-7.1,-2.7,242.98,9.0,13.0,10.0,4.0,2.51,9.77,97.97,97.97,2.030000000000001,41.83381088825221,58.16618911174779
Mephenytoin,CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1,acid_hydrolysis,HCl,moderate,mid,medium,low,40.0,4.5,0.03,1.75,100.0,0.0,4.0,1.5,5.17,2.16,218.2518,1.67,-2.4,49.41,1.0,2.0,2.0,2.0,11.09,-8.1,96.99,96.99,3.010000000000005,41.779497098646026,58.220502901353974
Nitisinone,[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1C(=O)CCCC1=O,base_hydrolysis,NaOH,strong,high,medium,medium,60.0,2.0,0.1,13.0,100.0,0.0,14.0,5.0,12.32,5.24,329.2281,3.13,-4.6,94.35,0.0,5.0,4.0,2.0,7.44,-7.3,92.92,92.92,7.079999999999998,42.532467532467564,57.467532467532436
Lutein,C\C(\C=C\C=C(/C)\C=C\[C@H]1C(C)=C[C@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C,acid_hydrolysis,HCl,moderate,mid,medium,medium,40.0,6.0,0.1,1.2,100.0,0.0,8.0,4.0,6.97,2.94,568.886,8.55,-5.9,40.46,2.0,2.0,10.0,2.0,18.22,-0.91,95.97,95.97,4.030000000000001,42.180774748923966,57.819225251076034
Ethambutol,CC[C@@H](CO)NCCN[C@@H](CC)CO,base_hydrolysis,NaOH,strong,high,short,medium,60.0,1.0,0.1,13.0,100.0,0.0,17.0,8.5,12.08,5.14,204.3098,-0.059,,64.52,4.0,4.0,9.0,0.0,14.82,9.55,93.06,93.06,6.939999999999998,42.549668874172184,57.450331125827816
Reboxetine,[H][C@@]1(CNCCO1)[C@H](OC1=CC=CC=C1OCC)C1=CC=CC=C1,acid_hydrolysis,HCl,moderate,mid,short,high,40.0,1.0,1.0,0.5,100.0,0.0,9.0,4.0,8.46,3.58,313.397,3.28,-4.2,39.72,1.0,4.0,6.0,3.0,,7.91,95.11999999999999,95.11999999999999,4.88000000000001,42.31678486997632,57.68321513002368
Vidarabine,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,acid_hydrolysis,HCl,moderate,high,medium,medium,60.0,4.0,0.1,1.2,100.0,0.0,6.0,3.0,7.2,3.03,267.2413,-2.1,-1.3,139.54,4.0,8.0,2.0,3.0,12.45,3.94,95.83,95.83,4.170000000000002,42.083333333333314,57.916666666666686
Loratadine,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2,acid_hydrolysis,HCl,strong,high,short,high,60.0,0.5,1.0,0.5,100.0,0.0,14.0,5.0,13.53,5.77,382.883,4.55,-4.5,42.43,0.0,2.0,2.0,4.0,,4.33,92.24,92.24,7.760000000000005,42.64597191426459,57.35402808573541
Gadodiamide,[Gd+3].CNC(=O)CN(CCN(CCN(CC([O-])=O)CC(=O)NC)CC([O-])=O)CC([O-])=O,acid_hydrolysis,HCl,strong,high,short,high,60.0,0.5,1.0,0.5,100.0,0.0,8.0,3.0,14.19,6.05,573.66,-8.7,-2.1,188.31,2.0,11.0,16.0,0.0,1.02,8.34,91.86,91.86,8.14,42.63565891472869,57.36434108527131
Calcifediol,C[C@H](CCCC(C)(C)O)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,acid_hydrolysis,HCl,moderate,mid,medium,low,40.0,4.5,0.03,1.75,100.0,0.0,5.0,2.5,4.54,1.86,400.6371,5.65,-5.3,40.46,2.0,2.0,6.0,3.0,18.38,-0.98,97.32,97.32,2.680000000000007,40.96916299559466,59.03083700440534
Lercanidipine,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)(C)CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=C1,acid_hydrolysis,HCl,strong,high,short,high,60.0,0.5,1.0,0.5,100.0,0.0,10.0,4.0,14.0,5.97,611.7272,6.41,-6.6,111.01,1.0,6.0,14.0,4.0,16.96,9.36,91.97,91.97,8.030000000000001,42.642857142857146,57.357142857142854
Tranexamic acid,NC[C@H]1CC[C@@H](CC1)C(O)=O,base_hydrolysis,NaOH,mild,low,medium,high,25.0,2.0,1.0,14.0,100.0,0.0,4.0,1.5,4.44,1.84,157.2102,-1.6,-0.94,63.32,2.0,3.0,2.0,1.0,4.56,10.22,97.4,97.4,2.5999999999999943,41.44144144144146,58.55855855855854
Nicotine,CN1CCC[C@H]1C1=CN=CC=C1,base_hydrolysis,NaOH,mild,low,medium,medium,25.0,13.0,0.3,13.25,100.0,0.0,2.0,1.0,3.11,1.26,162.2316,1.16,-0.24,16.13,0.0,2.0,1.0,2.0,,8.58,98.15,98.15,1.8499999999999943,40.514469453376215,59.485530546623785
L-Glutamine,N[C@@H](CCC(N)=O)C(O)=O,acid_hydrolysis,HCl,mild,low,medium,low,25.0,6.0,0.01,2.0,100.0,0.0,2.0,1.0,2.11,0.89,146.1445,-4.0,-0.17,106.41,3.0,4.0,4.0,0.0,2.15,9.31,98.78,98.78,1.2199999999999989,42.180094786729875,57.819905213270125
Ipratropium,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(CO)C1=CC=CC=C1)[N+]2(C)C(C)C,base_hydrolysis,NaOH,mild,low,medium,medium,25.0,13.0,0.3,13.25,100.0,0.0,3.0,1.0,2.41,0.91,332.463,-1.8,-5.5,46.53,1.0,2.0,6.0,3.0,15.15,-2.7,98.5,98.5,1.5,37.75933609958512,62.24066390041488
Ethionamide,CCC1=NC=CC(=C1)C(N)=S,acid_hydrolysis,HCl,mild,low,medium,high,25.0,2.0,1.0,0.5,100.0,0.0,4.0,1.0,3.04,1.2,166.243,1.33,-2.3,38.91,1.0,1.0,2.0,1.0,11.89,5.0,98.16,98.16,1.8400000000000034,39.47368421052623,60.52631578947377
Lutein,C\C(\C=C\C=C(/C)\C=C\[C@H]1C(C)=C[C@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C,acid_hydrolysis,HCl,moderate,high,short,low,60.0,1.0,0.01,2.0,100.0,0.0,5.0,2.5,5.29,2.22,568.886,8.55,-5.9,40.46,2.0,2.0,10.0,2.0,18.22,-0.91,96.92999999999999,96.92999999999999,3.0700000000000074,41.9659735349716,58.0340264650284
Cevimeline,CC1O[C@@]2(CS1)CN1CCC2CC1,acid_hydrolysis,HCl,mild,low,medium,low,25.0,6.0,0.01,2.0,100.0,0.0,2.0,1.0,1.85,0.74,199.313,1.0,-1.9,12.47,0.0,2.0,0.0,3.0,,8.59,98.89,98.89,1.1099999999999994,40.00000000000013,59.99999999999987
Dexrazoxane,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,acid_hydrolysis,HCl,moderate,high,medium,medium,60.0,4.0,0.1,1.2,100.0,0.0,7.0,3.0,7.43,3.14,268.2691,-2.7,-1.4,98.82,2.0,6.0,3.0,2.0,11.2,3.2,95.71,95.71,4.290000000000006,42.26110363391652,57.73889636608348
Carbidopa,C[C@@](CC1=CC(O)=C(O)C=C1)(NN)C(O)=O,acid_hydrolysis,HCl,mild,low,medium,medium,25.0,13.0,0.3,1.0,100.0,0.0,3.0,1.2,2.94,1.23,226.2292,-1.2,-1.8,115.81,5.0,6.0,4.0,1.0,2.35,5.66,98.29,98.29,1.7099999999999937,41.83673469387758,58.16326530612242
Pyrazinamide,NC(=O)C1=NC=CN=C1,base_hydrolysis,NaOH,moderate,high,short,low,60.0,1.0,0.01,12.0,100.0,0.0,6.0,2.5,5.98,2.51,123.1127,-1.2,-0.12,68.87,1.0,3.0,1.0,1.0,13.06,-0.55,96.53,96.53,3.469999999999999,41.97324414715716,58.02675585284284
Benzatropine,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,acid_hydrolysis,HCl,moderate,high,medium,medium,60.0,4.0,0.1,1.2,100.0,0.0,7.0,3.5,6.69,2.8,307.4293,4.19,-5.4,12.47,0.0,2.0,4.0,4.0,,9.54,96.11,96.11,3.8900000000000006,41.853512705530655,58.146487294469345
Nitisinone,[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1C(=O)CCCC1=O,base_hydrolysis,NaOH,moderate,high,short,low,60.0,1.0,0.01,12.0,100.0,0.0,7.0,2.5,6.21,2.61,329.2281,3.13,-4.6,94.35,0.0,5.0,4.0,2.0,7.44,-7.3,96.4,96.4,3.5999999999999943,42.02898550724642,57.97101449275358
Sucralfate,O.O[Al](O)O.O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@](COS(=O)(=O)O[Al](O)O)(O[C@H]2O[C@H](COS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@H]2OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O,acid_hydrolysis,HCl,moderate,mid,medium,low,40.0,4.5,0.03,1.75,100.0,0.0,6.0,2.0,5.37,2.25,1558.67,-5.9,-3.3,772.17,16.0,35.0,37.0,2.0,13.53,-3.0,96.88,96.88,3.1200000000000045,41.89944134078209,58.10055865921791
Nitric Oxide,[N]=O,base_hydrolysis,NaOH,moderate,mid,short,high,40.0,1.0,1.0,14.0,100.0,0.0,8.0,3.0,9.61,4.07,30.0061,-0.35,,34.14,0.0,1.0,0.0,0.0,,-2.9,94.46000000000001,94.46000000000001,5.539999999999992,42.35171696149844,57.64828303850156
Lorazepam,OC1N=C(C2=CC=CC=C2Cl)C2=C(NC1=O)C=CC(Cl)=C2,base_hydrolysis,NaOH,mild,low,medium,low,25.0,6.0,0.01,12.0,100.0,0.0,1.0,0.5,2.02,0.8,321.158,3.53,-4.3,61.69,2.0,3.0,1.0,3.0,10.61,-2.2,98.78,98.78,1.2199999999999989,39.60396039603968,60.39603960396032
Droperidol,FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12,acid_hydrolysis,HCl,moderate,mid,medium,medium,40.0,6.0,0.1,1.2,100.0,0.0,9.0,4.0,6.69,2.81,379.4274,3.01,-3.6,52.65,1.0,3.0,6.0,4.0,12.72,6.75,96.12,96.12,3.8799999999999955,42.00298953662184,57.99701046337816
Cystine,N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O,acid_hydrolysis,HCl,moderate,mid,short,high,40.0,1.0,1.0,0.5,100.0,0.0,7.0,3.0,8.45,3.57,240.3,-5.9,-1.2,126.64,4.0,6.0,7.0,0.0,1.56,9.34,95.11999999999999,95.11999999999999,4.88000000000001,42.248520710059154,57.751479289940846
Pentagastrin,CSCC[C@H](NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O,base_hydrolysis,NaOH,mild,low,medium,low,25.0,6.0,0.01,12.0,100.0,0.0,2.0,1.0,2.21,0.93,767.9,1.05,-5.5,250.91,8.0,8.0,22.0,3.0,4.0,,98.72000000000001,98.72000000000001,1.279999999999987,42.081447963801025,57.918552036198975
Remikiren,CC(C)(C)S(=O)(=O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)C1CC1,acid_hydrolysis,HCl,strong,high,short,high,60.0,0.5,1.0,0.5,100.0,0.0,16.0,8.0,13.5,5.76,630.838,2.37,-4.5,161.48,5.0,7.0,16.0,4.0,12.32,6.74,92.26,92.26,7.739999999999995,42.666666666666664,57.333333333333336
Ipratropium,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(CO)C1=CC=CC=C1)[N+]2(C)C(C)C,base_hydrolysis,NaOH,strong,high,short,high,60.0,0.5,1.0,14.0,100.0,0.0,12.0,5.0,12.99,5.53,332.463,-1.8,-5.5,46.53,1.0,2.0,6.0,3.0,15.15,-2.7,92.54,92.54,7.459999999999994,42.571208622016954,57.428791377983046
Fluorouracil,FC1=CNC(=O)NC1=O,base_hydrolysis,NaOH,mild,low,medium,medium,25.0,13.0,0.3,13.25,100.0,0.0,3.0,1.5,3.07,1.23,130.0772,-0.66,-1.4,58.2,2.0,2.0,0.0,1.0,7.18,-8.0,98.16000000000001,98.16000000000001,1.8399999999999892,40.06514657980465,59.93485342019535
Sulfadiazine,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1,base_hydrolysis,NaOH,strong,high,short,high,60.0,0.5,1.0,14.0,100.0,0.0,15.0,5.0,15.96,6.82,250.277,0.39,-2.6,97.97,2.0,5.0,2.0,2.0,6.99,2.01,90.85999999999999,90.85999999999999,9.140000000000015,42.73182957393482,57.26817042606518
Lercanidipine,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)(C)CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=C1,base_hydrolysis,NaOH,mild,low,medium,high,25.0,2.0,1.0,14.0,100.0,0.0,4.0,1.5,4.78,2.0,611.7272,6.41,-6.6,111.01,1.0,6.0,14.0,4.0,16.96,9.36,97.22,97.22,2.780000000000001,41.84100418410041,58.15899581589959
Acetyldigitoxin,[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4([H])C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](OC(C)=O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1)C1=CC(=O)OC1,base_hydrolysis,NaOH,strong,high,short,high,60.0,0.5,1.0,14.0,100.0,0.0,15.0,7.5,16.25,6.95,806.9757,4.04,-4.8,188.9,4.0,12.0,9.0,8.0,7.18,0.24,90.7,90.7,9.299999999999997,42.769230769230774,57.230769230769226
Pyrazinamide,NC(=O)C1=NC=CN=C1,acid_hydrolysis,HCl,moderate,mid,medium,medium,40.0,6.0,0.1,1.2,100.0,0.0,6.5,2.8,6.8,2.86,123.1127,-1.2,-0.12,68.87,1.0,3.0,1.0,1.0,13.06,-0.55,96.06,96.06,3.9399999999999977,42.05882352941178,57.94117647058822
Ethambutol,CC[C@@H](CO)NCCN[C@@H](CC)CO,base_hydrolysis,NaOH,moderate,mid,medium,medium,40.0,6.0,0.1,13.0,100.0,0.0,7.0,3.5,7.46,3.14,204.3098,-0.059,,64.52,4.0,4.0,9.0,0.0,14.82,9.55,95.68,95.68,4.319999999999993,42.091152815013444,57.908847184986556
Betamethasone,[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,acid_hydrolysis,HCl,moderate,mid,short,high,40.0,1.0,1.0,0.5,100.0,0.0,8.0,3.5,8.52,3.6,392.4611,1.68,-3.9,94.83,3.0,5.0,2.0,4.0,12.42,-3.3,95.08,95.08,4.920000000000002,42.25352112676058,57.74647887323942
Oxiconazole,ClC1=CC(Cl)=C(CO\N=C(/CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C=C1,base_hydrolysis,NaOH,strong,high,short,medium,60.0,1.0,0.1,13.0,100.0,0.0,12.0,6.0,10.4,4.38,429.12,5.84,-5.4,39.41,0.0,3.0,6.0,3.0,,6.74,93.97999999999999,93.97999999999999,6.02000000000001,42.11538461538459,57.88461538461541
alpha-Linolenic acid,CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O,base_hydrolysis,NaOH,mild,low,medium,high,25.0,2.0,1.0,14.0,100.0,0.0,5.0,2.5,4.54,1.89,278.4296,6.06,-6.0,37.3,1.0,2.0,13.0,0.0,4.99,,97.35,97.35,2.6500000000000057,41.6299559471365,58.3700440528635
Fosinopril,CCC(=O)O[C@@H](OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1)C(C)C,acid_hydrolysis,HCl,mild,low,medium,high,25.0,2.0,1.0,0.5,100.0,0.0,4.0,2.0,3.41,1.41,563.672,5.62,-5.8,110.21,1.0,5.0,15.0,3.0,3.87,-4.4,98.0,98.0,2.0,41.34897360703816,58.65102639296184
Loratadine,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2,base_hydrolysis,NaOH,mild,low,medium,high,25.0,2.0,1.0,14.0,100.0,0.0,5.0,2.0,4.6,1.91,382.883,4.55,-4.5,42.43,0.0,2.0,2.0,4.0,,4.33,97.31,97.31,2.6899999999999977,41.52173913043483,58.47826086956517
Cevimeline,CC1O[C@@]2(CS1)CN1CCC2CC1,acid_hydrolysis,HCl,moderate,high,medium,medium,60.0,4.0,0.1,1.2,100.0,0.0,7.0,3.0,6.6,2.74,199.313,1.0,-1.9,12.47,0.0,2.0,0.0,3.0,,8.59,96.14,96.14,3.8599999999999994,41.51515151515156,58.48484848484844
Reboxetine,[H][C@@]1(CNCCO1)[C@H](OC1=CC=CC=C1OCC)C1=CC=CC=C1,base_hydrolysis,NaOH,mild,low,medium,high,25.0,2.0,1.0,14.0,100.0,0.0,4.0,2.0,4.69,1.96,313.397,3.28,-4.2,39.72,1.0,4.0,6.0,3.0,,7.91,97.27,97.27,2.730000000000004,41.79104477611942,58.20895522388058
Droperidol,FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12,acid_hydrolysis,HCl,moderate,mid,medium,low,40.0,4.5,0.03,1.75,100.0,0.0,7.0,3.0,5.01,2.09,379.4274,3.01,-3.6,52.65,1.0,3.0,6.0,4.0,12.72,6.75,97.08,97.08,2.9200000000000017,41.71656686626742,58.28343313373258
Pentobarbital,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,acid_hydrolysis,HCl,mild,low,medium,low,25.0,6.0,0.01,2.0,100.0,0.0,1.0,0.5,1.85,0.76,226.2722,1.89,-2.4,75.27,2.0,3.0,4.0,1.0,7.48,,98.91000000000001,98.91000000000001,1.0899999999999892,41.08108108108121,58.91891891891879
Thiethylperazine,CCSC1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1,acid_hydrolysis,HCl,moderate,high,medium,medium,60.0,4.0,0.1,1.2,100.0,0.0,6.0,2.0,6.08,2.5,399.616,4.66,-4.9,9.72,0.0,3.0,6.0,4.0,,8.0,96.42,96.42,3.5799999999999983,41.11842105263159,58.88157894736841
Methyclothiazide,CN1C(CCl)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O,acid_hydrolysis,HCl,moderate,mid,short,high,40.0,1.0,1.0,0.5,100.0,0.0,7.0,2.5,8.28,3.49,360.237,0.53,-2.6,109.57,2.0,5.0,2.0,2.0,9.29,-3.4,95.21,95.21,4.790000000000006,42.149758454106276,57.850241545893724
Fluvoxamine,COCCCC\C(=N/OCCN)C1=CC=C(C=C1)C(F)(F)F,base_hydrolysis,NaOH,mild,low,medium,high,25.0,2.0,1.0,14.0,100.0,0.0,3.0,1.0,4.84,2.03,318.34,2.8,-4.6,56.84,1.0,4.0,10.0,1.0,,8.86,97.19,97.19,2.8100000000000023,41.94214876033055,58.05785123966945
Codeine,[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,acid_hydrolysis,HCl,moderate,mid,medium,low,40.0,4.5,0.03,1.75,100.0,0.0,8.0,3.5,5.12,2.14,299.3642,1.34,-2.7,41.93,1.0,4.0,1.0,5.0,13.78,9.19,97.02,97.02,2.980000000000004,41.796874999999964,58.203125000000036
Chloroquine,CCN(CC)CCCC(C)NC1=CC=NC2=CC(Cl)=CC=C12,base_hydrolysis,NaOH,mild,low,medium,low,25.0,6.0,0.01,12.0,100.0,0.0,2.0,1.0,1.83,0.7,319.872,3.93,-4.3,28.16,1.0,3.0,8.0,2.0,,10.32,98.87,98.87,1.1299999999999955,38.25136612021861,61.74863387978139
Ornithine,NCCC[C@H](N)C(O)=O,base_hydrolysis,NaOH,moderate,high,short,low,60.0,1.0,0.01,12.0,100.0,0.0,6.0,2.0,6.22,2.62,132.161,-3.7,0.11,89.34,3.0,4.0,4.0,0.0,2.67,10.29,96.4,96.4,3.5999999999999943,42.12218649517686,57.87781350482314
Lysine,NCCCC[C@H](N)C(O)=O,acid_hydrolysis,HCl,moderate,high,medium,medium,60.0,4.0,0.1,1.2,100.0,0.0,5.0,2.0,7.19,3.03,146.1876,-3.2,-0.14,89.34,3.0,4.0,5.0,0.0,2.74,10.29,95.84,95.84,4.159999999999997,42.141863699582764,57.858136300417236
Fenoprofen,CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1,acid_hydrolysis,HCl,moderate,high,medium,medium,60.0,4.0,0.1,1.2,100.0,0.0,6.0,2.5,7.08,2.98,242.2699,3.65,-3.5,46.53,1.0,2.0,4.0,2.0,3.96,-3.7,95.9,95.9,4.099999999999994,42.090395480226,57.909604519774
Linezolid,CC(=O)NC[C@H]1CN(C(=O)O1)C1=CC(F)=C(C=C1)N1CCOCC1,base_hydrolysis,NaOH,mild,low,medium,medium,25.0,13.0,0.3,13.25,100.0,0.0,4.0,1.5,3.52,1.47,337.3461,0.64,-2.4,71.11,1.0,5.0,4.0,3.0,14.85,-1.2,97.95,97.95,2.049999999999997,41.76136363636368,58.23863636363632
Adenosine phosphate,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1,base_hydrolysis,NaOH,strong,high,short,high,60.0,0.5,1.0,14.0,100.0,0.0,15.0,5.0,16.42,7.02,347.2212,-4.7,,186.07,5.0,10.0,4.0,3.0,1.23,3.92,90.6,90.6,9.400000000000006,42.75274056029232,57.24725943970768
Ipratropium,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(CO)C1=CC=CC=C1)[N+]2(C)C(C)C,base_hydrolysis,NaOH,moderate,high,short,low,60.0,1.0,0.01,12.0,100.0,0.0,4.0,1.0,4.41,1.75,332.463,-1.8,-5.5,46.53,1.0,2.0,6.0,3.0,15.15,-2.7,97.34,97.34,2.6599999999999966,39.68253968253971,60.31746031746029
Ipratropium,[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(CO)C1=CC=CC=C1)[N+]2(C)C(C)C,acid_hydrolysis,HCl,mild,low,medium,high,25.0,2.0,1.0,0.5,100.0,0.0,5.0,2.0,2.51,0.95,332.463,-1.8,-5.5,46.53,1.0,2.0,6.0,3.0,15.15,-2.7,98.44,98.44,1.5600000000000023,37.84860557768916,62.15139442231084
Nabilone,[H][C@@]12CC(=O)CC[C@@]1([H])C(C)(C)OC1=CC(=CC(O)=C21)C(C)(C)CCCCCC,base_hydrolysis,NaOH,strong,high,short,high,60.0,0.5,1.0,14.0,100.0,0.0,18.0,9.0,14.67,6.27,372.5408,6.36,-5.9,46.53,1.0,3.0,6.0,3.0,9.33,-4.9,91.6,91.6,8.400000000000006,42.7402862985685,57.2597137014315
Levocarnitine,C[N+](C)(C)C[C@H](O)CC([O-])=O,base_hydrolysis,NaOH,moderate,mid,medium,low,40.0,4.5,0.03,12.25,100.0,0.0,4.0,1.5,4.36,1.74,161.1989,-4.9,-1.6,60.36,1.0,3.0,4.0,0.0,4.2,-3.6,97.38,97.38,2.6200000000000045,39.90825688073395,60.09174311926605
Zafirlukast,COC1=CC(=CC=C1CC1=CN(C)C2=C1C=C(NC(=O)OC1CCCC1)C=C2)C(=O)NS(=O)(=O)C1=CC=CC=C1C,acid_hydrolysis,HCl,strong,high,short,high,60.0,0.5,1.0,0.5,100.0,0.0,16.0,8.0,13.72,5.85,575.675,6.4,-5.8,115.73,2.0,6.0,8.0,5.0,4.29,-1.1,92.13,92.13,7.8700000000000045,42.63848396501458,57.36151603498542
